cod_mdr,dsc_situacao_contrato_mdr,dsc_situacao_objeto_mdr,programa,acao,uf_SIGLA_UF,mun_MUNNOMEX,Código IBGE,empreendimento,cluster_empreendimento,situacao_obra,situacao_obra_base_validacao,situacao_contrato,prc_fisico,dte_inicio_obra,dte_fim_obra,pop_beneficiada,vlr_investimento,Populacao,mun_ALTITUDE,mun_AREA,dte_antes_60,dte_depois_60,dte_antes_180,dte_depois_180,dte_antes_365,dte_depois_365,cont_antes_60,cont_depois_60,cont_antes_180,cont_depois_180,cont_antes_365,cont_depois_365,razao_antes_depois_60,diferenca_antes_depois_60,razao_antes_depois_180,diferenca_antes_depois_180,razao_antes_depois_365,diferenca_antes_depois_365,tot_veic
2-1053132,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,CORINTO,3119104.0,PAVIMENTAÇÃO DE VIAS PÚBLICAS NO BAIRRO ALVARENGA.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-08-11,2022-04-01,277,228400.15,23668.0,636.0,2524503.0,2021-06-12,2022-05-31,2021-02-12,2022-09-28,2020-08-11,2023-04-01,4.0,12.0,7.0,16.0,22.0,39.0,0.3333333333333333,-8.0,0.4375,-9.0,0.5641025641025641,-17.0,11499.0
2-1053139,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,CE,CARIRIACU,2303204.0,PAVIMENTAÇÃO NA SEDE DO MUNICÍPIO DE CARIRIAÇU - CEARÁ.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-11-01,2021-03-01,573,463000.0,26987.0,715.0,623823.0,2020-09-02,2021-04-30,2020-05-05,2021-08-28,2019-11-02,2022-03-01,7.0,14.0,24.0,28.0,50.0,61.0,0.5,-7.0,0.8571428571428571,-4.0,0.819672131147541,-11.0,8440.0
2-1053140,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PA,CURUCA,1502905.0,CONSTRUÇÃO DE CICLOVIAS NAS RUAS E VIAS NO MUNICÍPIO DE CURUÇÁ/PA,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-10-05,2022-04-01,277,231736.35,40584.0,37.0,672614.0,2021-08-06,2022-05-31,2021-04-08,2022-09-28,2020-10-05,2023-04-01,14.0,14.0,49.0,45.0,93.0,81.0,1.0,0.0,1.0888888888888888,4.0,1.148148148148148,12.0,4059.0
2-1053141,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,RS,SANTIAGO,4317400.0,INFRAESTRUTURA URBANA - RECAPEAMENTO ASFÁLTICO EM VIAS URBANAS DO MUNICÍPIO DE SANTIAGO/RS.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-01-10,2020-06-01,277,260258.39,49360.0,409.0,2413075.0,2019-11-11,2020-07-31,2019-07-14,2020-11-28,2019-01-10,2021-06-01,2.0,0.0,4.0,1.0,9.0,4.0,inf,2.0,4.0,3.0,2.25,5.0,34178.0
2-1053143,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,PERDIGAO,3149705.0,EXECUÇÃO DE OBRA INTEGRADA DE REQUALIFICAÇÃO URBANA.,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-08-07,2020-09-01,277,223081.14,11755.0,852.0,249845.0,2020-06-08,2020-10-31,2020-02-09,2021-02-28,2019-08-08,2021-09-01,0.0,4.0,2.0,6.0,9.0,11.0,0.0,-4.0,0.3333333333333333,-4.0,0.8181818181818182,-2.0,6549.0
2-1053145,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,RS,ENCRUZILHADA DO SUL,4306908.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO EM VIAS PÚBLICAS URBANAS.,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-09-29,2022-06-01,343,283308.97,25960.0,432.0,3438503.0,2021-07-31,2022-07-31,2021-04-02,2022-11-28,2020-09-29,2023-06-01,0.0,2.0,1.0,6.0,6.0,8.0,0.0,-2.0,0.1666666666666666,-5.0,0.75,-2.0,15230.0
2-1053146,CONTRATADO - EM PRESTACAO DE CONTAS,CONCLUIDA,EMENDAS,1D73,CE,CARNAUBAL,2303402.0,PAVIMENTAÇÃO NO MUNICÍPIO DE CARNAUBAL-CE,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONTRATADA,100.0,2020-12-12,2022-09-01,1134,975219.62,17685.0,766.0,364750.0,2020-10-13,2022-10-31,2020-06-15,2023-02-28,2019-12-13,2023-09-01,2.0,1.0,7.0,4.0,12.0,13.0,2.0,1.0,1.75,3.0,0.9230769230769232,-1.0,4974.0
2-1053151,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,CAETITE,2905206.0,PAVIMENTAÇÃO COM DRENAGEM PLUVIAL EM CAETITÉ,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-05-11,2021-12-01,336,271076.19,51081.0,824.0,2306382.0,2021-03-12,2022-01-30,2020-11-12,2022-05-30,2020-05-11,2022-12-01,19.0,13.0,64.0,61.0,151.0,118.0,1.4615384615384617,6.0,1.0491803278688523,3.0,1.2796610169491525,33.0,18443.0
2-1053152,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,CATAGUASES,3115300.0,EXECUÇÃO DE OBRA INTEGRADA DE REABILITAÇÃO URBANA,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-01-13,2021-10-01,455,369505.94,75540.0,169.0,482325.0,2020-11-14,2021-11-30,2020-07-17,2022-03-30,2020-01-14,2022-10-01,1.0,6.0,1.0,7.0,3.0,12.0,0.1666666666666666,-5.0,0.1428571428571428,-6.0,0.25,-9.0,39270.0
2-1053160,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,CAETITE,2905206.0,PAVIMENTAÇÃO EM VIAS URBANAS DE CAETITÉ.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-06-11,2021-01-01,336,271076.19,51081.0,824.0,2306382.0,2020-04-12,2021-03-02,2019-12-14,2021-06-30,2019-06-12,2022-01-01,34.0,24.0,91.0,60.0,174.0,110.0,1.4166666666666667,10.0,1.5166666666666666,31.0,1.5818181818181818,64.0,18443.0
2-1053161,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,AL,CACIMBINHAS,2701209.0,PLANEJAMENTO URBANO ATRAVÉS DA PAVIMENTAÇÃO E DRENAGEM DE VIAS URBANAS EM DIVERSAS RUAS DO MUNICÍPIO DE CACIMBINHAS/AL,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-03-18,2020-08-01,573,470952.38,10889.0,270.0,272978.0,2020-01-18,2020-09-30,2019-09-20,2021-01-28,2019-03-19,2021-08-01,5.0,3.0,6.0,6.0,9.0,14.0,1.6666666666666667,2.0,1.0,0.0,0.6428571428571429,-5.0,2251.0
2-1053163,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,LOUVEIRA,3527306.0,PAVIMENTAÇÃO DE VIAS PÚBLICAS URBANAS DO MUNICÍPIO DE LOUVEIRA - SP.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-08-31,2021-01-01,277,348538.91000000003,49993.0,690.0,55349.0,2020-07-02,2021-03-02,2020-03-04,2021-06-30,2019-09-01,2022-01-01,2.0,6.0,4.0,8.0,7.0,16.0,0.3333333333333333,-4.0,0.5,-4.0,0.4375,-9.0,33843.0
2-1053164,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,SERRANA,3551504.0,RECAPEAMENTO ASFÁLTICO EM DIVERSAS VIAS DO MUNICÍPIO DE SERRANA/SP.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-08-16,2020-03-01,277,228733.49,45644.0,427.0,125744.0,2019-06-17,2020-04-30,2019-02-17,2020-08-28,2018-08-16,2021-03-01,18.0,3.0,27.0,33.0,48.0,60.0,6.0,15.0,0.8181818181818182,-6.0,0.8,-12.0,24749.0
2-1053168,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,ITAUNA,3133808.0,PAVIMENTAÇÃO ASFÁLTICA DE VIAS PÚBLICAS NA RUA RIO NEGRO E OUTRAS NO MUNICÍPIO DE ITAÚNA/MG,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-08-22,2021-11-01,289,234728.95,93847.0,880.0,495875.0,2020-06-23,2021-12-31,2020-02-24,2022-04-30,2019-08-23,2022-11-01,26.0,13.0,60.0,57.0,105.0,138.0,2.0,13.0,1.0526315789473684,3.0,0.7608695652173914,-33.0,62882.0
2-1053169,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,PIEDADE,3537800.0,REFORMA E REVITALIZACAO NA PRACA CONEGO GIORGIO MUSIZZANO,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-12-18,2020-12-01,277,269754.51,55542.0,781.0,745536.0,2020-10-19,2021-01-30,2020-06-21,2021-05-30,2019-12-19,2021-12-01,20.0,21.0,55.0,48.0,110.0,103.0,0.9523809523809524,-1.0,1.1458333333333333,7.0,1.0679611650485437,7.0,38061.0
2-1053171,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,ARCEBURGO,3104106.0,IMPLANTAÇÃO DE PAVIMENTAÇÃO ASFALTICA EM DIVERSAS RUAS DO MUNICÍPIO,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-08-02,2021-02-01,277,225609.11,10883.0,693.0,162460.0,2020-06-03,2021-04-02,2020-02-04,2021-07-31,2019-08-03,2022-02-01,0.0,1.0,2.0,4.0,6.0,5.0,0.0,-1.0,0.5,-2.0,1.2,1.0,5300.0
2-1053172,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,ITAUNA,3133808.0,PAVIMENTAÇÃO ASFÁLTICA DE VIAS PÚBLICAS EM VARIAS RUAS NO BAIRRO DE LOURDES MUNICÍPIO DE ITAÚNA/MG,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-08-22,2021-11-01,277,276342.55000000005,93847.0,880.0,495875.0,2020-06-23,2021-12-31,2020-02-24,2022-04-30,2019-08-23,2022-11-01,26.0,13.0,60.0,57.0,105.0,138.0,2.0,13.0,1.0526315789473684,3.0,0.7608695652173914,-33.0,62882.0
2-1053174,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,ITAUNA,3133808.0,PAVIMENTAÇÃO ASFÁLTICA DE VARIAS VIAS PÚBLICAS NO BAIRRO GARCIAS NO MUNICÍPIO DE ITAÚNA/MG,IMPLANTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-08-22,2021-11-01,277,225109.14,93847.0,880.0,495875.0,2020-06-23,2021-12-31,2020-02-24,2022-04-30,2019-08-23,2022-11-01,26.0,13.0,60.0,57.0,105.0,138.0,2.0,13.0,1.0526315789473684,3.0,0.7608695652173914,-33.0,62882.0
2-1053176,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PB,ALAGOA GRANDE,2500304.0,PAVIMENTAÇÃO ASFÁLTICA,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-11-04,2022-05-01,1134,912877.39,28439.0,143.0,320558.0,2020-09-05,2022-06-30,2020-05-08,2022-10-28,2019-11-05,2023-05-01,1.0,4.0,4.0,5.0,17.0,26.0,0.25,-3.0,0.8,-1.0,0.6538461538461539,-9.0,6510.0
2-1053177,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,CE,QUITERIANOPOLIS,2311264.0,PAVIMENTAÇÃO ASFÁLTICA NA SEDE DO MUNICÍPIO DE QUITERIANÓPOLIS-CE.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-03-01,2020-04-01,573,501415.1,21166.0,430.0,1040955.0,2020-01-01,2020-05-31,2019-09-03,2020-09-28,2019-03-02,2021-04-01,2.0,2.0,6.0,5.0,9.0,16.0,1.0,0.0,1.2,1.0,0.5625,-7.0,7509.0
2-1053181,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,CAMPO BELO,3111200.0,PAVIMENTAÇÃO ASFÁLTICA DE VIAS URBANAS,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-12-05,2022-01-01,277,266398.73,54186.0,945.0,526753.0,2020-10-06,2022-03-02,2020-06-08,2022-06-30,2019-12-06,2023-01-01,5.0,5.0,10.0,7.0,18.0,8.0,1.0,0.0,1.4285714285714286,3.0,2.25,10.0,32418.0
2-1053184,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,RIBEIRAO BRANCO,3543006.0,"REALIZAÇÃO DE RECUPERAÇÃO DE LOGRADOUROS PÚBLICOS DO MUNICÍPIO DE RIBEIRÃO BRANCO - SP,VISANDO A REQUALIFICAÇÃO DE ÁREAS PÚBLICAS COMUNS, CALÇADAS, PAVIMENTO, BEM COMO MELHORIA E ADEQUAÇÃO DE SINALIZAÇÃO E ACESSIBILIDADE.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-06-15,2021-08-01,277,225714.28000000003,16211.0,875.0,697813.0,2021-04-16,2021-09-30,2020-12-17,2022-01-28,2020-06-15,2022-08-01,3.0,2.0,11.0,6.0,21.0,12.0,1.5,1.0,1.8333333333333333,5.0,1.75,9.0,6315.0
2-1053185,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,CE,QUITERIANOPOLIS,2311264.0,PAVIMENTAÇÃO EM PEDRA TOSCA EM DIVERSAS RUAS DO MUNICÍPIO DE QUITERIANÓPOLIS-CE.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-03-01,2021-08-01,455,427251.78,21166.0,430.0,1040955.0,2020-12-31,2021-09-30,2020-09-02,2022-01-28,2020-03-01,2022-08-01,3.0,4.0,9.0,8.0,16.0,18.0,0.75,-1.0,1.125,1.0,0.8888888888888888,-2.0,7509.0
2-1053188,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,CASA BRANCA,3510807.0,PAVIMENTAÇÃO COM DRENAGEM,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-10-30,2020-01-01,277,309677.80000000005,30520.0,684.0,865544.0,2019-08-31,2020-03-01,2019-05-03,2020-06-29,2018-10-30,2020-12-31,3.0,2.0,15.0,2.0,24.0,3.0,1.5,1.0,7.5,13.0,8.0,21.0,20077.0
2-1053190,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,REGISTRO,3542602.0,PAVIMENTAÇÃO ASFÁLTICA E OBRAS COMPLEMENTARES EM RUAS DO MUNICÍPIO DE REGISTRO.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-05-01,2021-07-01,1134,1146387.31,56393.0,25.0,716331.0,2021-03-02,2021-08-30,2020-11-02,2021-12-28,2020-05-01,2022-07-01,5.0,12.0,25.0,39.0,58.0,76.0,0.4166666666666667,-7.0,0.6410256410256411,-14.0,0.7631578947368421,-18.0,37113.0
2-1053191,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,RS,SEBERI,4320206.0,PAVIMENTAÇÃO ASFÁLTICA EM VIA PÚBLICA.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-09-01,2021-03-01,277,232224.65,10713.0,546.0,301422.0,2020-07-03,2021-04-30,2020-03-05,2021-08-28,2019-09-02,2022-03-01,1.0,2.0,4.0,4.0,6.0,9.0,0.5,-1.0,1.0,0.0,0.6666666666666666,-3.0,8893.0
2-1053196,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,CE,NOVO ORIENTE,2309409.0,PAVIMENTAÇÃO DE RUAS DO MUNICÍPIO DE NOVO ORIENTE-CE,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-11-05,2021-11-01,336,287489.72,28673.0,347.0,949206.0,2021-09-06,2021-12-31,2021-05-09,2022-04-30,2020-11-05,2022-11-01,3.0,4.0,14.0,6.0,20.0,23.0,0.75,-1.0,2.333333333333333,8.0,0.8695652173913043,-3.0,12240.0
2-1053197,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,ITAPIRA,3522604.0,"MELHORIA NA INFRAESTRUTURA URBANA COM EXECUÇÃO DE RECAPEAMENTO ASFÁLTICO - PLANEJAMENTO C  (BAIRROS: BELA VISTA, SANTA CRUZ, CENTRO E BOA VISTA)",RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-09-30,2020-11-01,277,255913.09000000003,75234.0,643.0,517504.0,2020-08-01,2020-12-31,2020-04-03,2021-04-30,2019-10-01,2021-11-01,22.0,29.0,61.0,69.0,142.0,129.0,0.7586206896551724,-7.0,0.8840579710144928,-8.0,1.1007751937984496,13.0,59768.0
2-1053198,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,CE,BREJO SANTO,2302503.0,PAVIMENTAÇÃO EM PARALELEPÍPEDO NO MUNICÍPIO DE BREJO SANTO/CE.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2022-06-06,2022-06-01,277,223107.14,49842.0,381.0,661959.0,2022-04-07,2022-07-31,2021-12-08,2022-11-28,2021-06-06,2023-06-01,27.0,32.0,77.0,102.0,158.0,189.0,0.84375,-5.0,0.7549019607843137,-25.0,0.8359788359788359,-31.0,21631.0
2-1053202,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,CE,BARBALHA,2301901.0,REQUALIFICAÇÃO DE VIAS NA SEDE DO MUNICÍPIO DE BARBALHA-CE,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-07-01,2021-12-01,1117,970338.66,61228.0,414.0,479184.0,2021-05-02,2022-01-30,2021-01-02,2022-05-30,2020-07-01,2022-12-01,15.0,22.0,95.0,62.0,215.0,119.0,0.6818181818181818,-7.0,1.532258064516129,33.0,1.8067226890756305,96.0,22799.0
2-1053203,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,MIGUELOPOLIS,3529708.0,RECAPE DE VIAS PUBLICAS,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2019-03-08,2019-07-01,455,366080.39,22355.0,510.0,826889.0,2019-01-07,2019-08-30,2018-09-09,2019-12-28,2018-03-08,2020-06-30,5.0,0.0,10.0,0.0,14.0,5.0,inf,5.0,inf,10.0,2.8,9.0,12015.0
2-1053212,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,RS,FREDERICO WESTPHALEN,4308508.0,PAVIMENTAÇÃO EM RUAS NA ÁREA URBANA DE FREDERICO WESTPHALEN RS.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2022-01-14,2022-11-01,289,309336.09,31498.0,522.0,264975.0,2021-11-15,2022-12-31,2021-07-18,2023-04-30,2021-01-14,2023-11-01,9.0,1.0,17.0,7.0,27.0,10.0,9.0,8.0,2.4285714285714284,10.0,2.7,17.0,24557.0
2-1053213,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,RS,FREDERICO WESTPHALEN,4308508.0,"PAVIMENTAÇÃO EM RUAS DO PERÍMETRO URBANO, BAIRRO FAGUENSE,CIDADE DE FREDERICO WESTPHALEN RS.",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-11-11,2021-11-01,277,230108.73,31498.0,522.0,264975.0,2020-09-12,2021-12-31,2020-05-15,2022-04-30,2019-11-12,2022-11-01,4.0,12.0,6.0,15.0,10.0,16.0,0.3333333333333333,-8.0,0.4,-9.0,0.625,-6.0,24557.0
2-1053219,CONTRATADO - NORMAL,CONCLUIDA,EMENDAS,1D73,PE,PAUDALHO,2610608.0,AÇÕES DE INFRAESTRUTURA URBANA - SERVIÇOS DE PAVIMENTAÇÃO POR CALÇAMENTO EM PARALELEPÍPEDO E DRENAGEM DE ÁGUAS PLUVIAIS EM DIVERSAS RUAS DO MUNICÍPIO DE PAUDALHO/PE.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONTRATADA,100.0,2021-01-23,2023-03-01,531,428049.61,56933.0,69.0,277796.0,2020-11-24,2023-04-30,2020-07-27,2023-08-28,2020-01-24,2024-02-29,2.0,6.0,8.0,10.0,26.0,20.0,0.3333333333333333,-4.0,0.8,-2.0,1.3,6.0,15139.0
2-1053220,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,UBATUBA,3555406.0,RECAPEAMENTO SOBRE PAVIMENTAÇÃO JÁ EXISTENTE EM RUAS DO MUNICÍPIO DE UBATUBA.,RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-07-03,2021-01-01,573,482958.41,91824.0,3.0,712116.0,2020-05-04,2021-03-02,2020-01-05,2021-06-30,2019-07-04,2022-01-01,37.0,39.0,102.0,119.0,185.0,199.0,0.9487179487179488,-2.0,0.8571428571428571,-17.0,0.9296482412060302,-14.0,53018.0
2-1053223,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,PR,CARAMBEI,4104659.0,PAVIMENTAÇÃO DE VIAS URBANAS,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-03-29,2021-03-01,514,503281.62,23825.0,120.0,649679.0,2021-01-28,2021-04-30,2020-09-30,2021-08-28,2020-03-29,2022-03-01,3.0,1.0,4.0,4.0,12.0,10.0,3.0,2.0,1.0,0.0,1.2,2.0,15167.0
2-1053224,CONTRATADO - NORMAL,CONCLUIDA,EMENDAS,1D73,BA,ITANHEM,2916005.0,PAVIMENTAÇÃO DE DIVERSAS RUAS DO MUNICÍPIO DE ITANHÉM,PAVIMENTACAO,OBJETO CONCLUÍDO,OBJETO CONCLUÍDO,CONTRATADA,100.0,2020-12-12,2023-02-01,277,223357.14,19316.0,210.0,1445063.0,2020-10-13,2023-04-02,2020-06-15,2023-07-31,2019-12-13,2024-02-01,12.0,17.0,33.0,27.0,50.0,44.0,0.7058823529411765,-5.0,1.2222222222222223,6.0,1.1363636363636365,6.0,5036.0
2-1053225,CONTRATADO - EM PRESTACAO DE CONTAS,CONCLUIDA,EMENDAS,1D73,BA,ITANHEM,2916005.0,PAVIMENTAÇÃO DE DIVERSAS RUAS DO BAIRRO GRINALDO MEDEIROS NO MUNICÍPIO DE ITANHÉM,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONTRATADA,100.0,2020-08-20,2023-03-01,437,351480.4,19316.0,210.0,1445063.0,2020-06-21,2023-04-30,2020-02-22,2023-08-28,2019-08-21,2024-02-29,13.0,13.0,24.0,26.0,59.0,39.0,1.0,0.0,0.9230769230769232,-2.0,1.5128205128205128,20.0,5036.0
2-1053226,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,BA,ITANHEM,2916005.0,PAVIMENTAÇÃO DE DIVERSAS RUAS DO DISTRITO DE SANTA RITA DO PLANALTO E  DA SEDE DO MUNICÍPIO DE ITANHÉM.,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-02-17,2023-03-01,450,362090.04,19316.0,210.0,1445063.0,2019-12-19,2023-04-30,2019-08-21,2023-08-28,2019-02-17,2024-02-29,5.0,13.0,35.0,26.0,64.0,39.0,0.3846153846153846,-8.0,1.3461538461538465,9.0,1.641025641025641,25.0,5036.0
2-1053227,CONTRATADO - NORMAL,CONCLUIDA,EMENDAS,1D73,BA,ITANHEM,2916005.0,PAVIMENTAÇÃO DE DIVERSAS RUAS DO BAIRRO SÃO JOSÉ NO MUNICÍPIO DE ITANHÉM,PAVIMENTACAO,OBJETO CONCLUÍDO,OBJETO CONCLUÍDO,CONTRATADA,100.0,2020-08-20,2023-03-01,369,297203.12,19316.0,210.0,1445063.0,2020-06-21,2023-04-30,2020-02-22,2023-08-28,2019-08-21,2024-02-29,13.0,13.0,24.0,26.0,59.0,39.0,1.0,0.0,0.9230769230769232,-2.0,1.5128205128205128,20.0,5036.0
2-1053228,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,RIO CASCA,3154903.0,"PAVIMENTACAO DE VIAS PUBLICAS, RUA G E J, LOCALIZADAS EM PERIMETRO URBANO NO BAIRRO JOSE DIAS MENDES,  DESTE MUNICIPIO DE RIO CASCA",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-04-09,2021-09-01,284,228800.24,13473.0,333.0,384174.0,2021-02-08,2021-10-31,2020-10-11,2022-02-28,2020-04-09,2022-09-01,1.0,0.0,2.0,7.0,2.0,8.0,inf,1.0,0.2857142857142857,-5.0,0.25,-6.0,5246.0
2-1053230,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,MG,RIO CASCA,3154903.0,"PAVIMENTACAO DE VIAS PUBLICAS, RUA A E F, LOCALIZADAS EM PERIMETRO URBANO NO BAIRRO JOSE DIAS MENDES,  DESTE MUNICIPIO DE RIO CASCA",PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2021-10-08,2022-05-01,277,223080.23,13473.0,333.0,384174.0,2021-08-09,2022-06-30,2021-04-11,2022-10-28,2020-10-08,2023-05-01,0.0,1.0,1.0,1.0,3.0,2.0,0.0,-1.0,1.0,0.0,1.5,1.0,5246.0
2-1053238,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,MACATUBA,3528007.0,RECAPEAMENTO ASFÁLTICO EM DIVERSAS RUAS DO MUNICÍPIO DE MACATUBA - SP,RECAPEAMENTO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-10-26,2021-02-01,289,350964.07,17214.0,515.0,226182.0,2020-08-27,2021-04-02,2020-04-29,2021-07-31,2019-10-27,2022-02-01,3.0,3.0,14.0,16.0,28.0,26.0,1.0,0.0,0.875,-2.0,1.0769230769230769,2.0,11076.0
2-1053241,CONTRATADO - CONCLUIDO,CONCLUIDA,EMENDAS,1D73,SP,TAQUARITUBA,3553807.0,RECAPEAMENTO DE VIAS PÚBLICAS,PAVIMENTACAO,OBJETO CONCLUÍDO,PARALISADA,CONCLUÍDO,100.0,2020-05-01,2020-06-01,573,461413.8,23256.0,618.0,447085.0,2020-03-02,2020-07-31,2019-11-03,2020-11-28,2019-05-02,2021-06-01,0.0,1.0,1.0,2.0,4.0,3.0,0.0,-1.0,0.5,-1.0,1.3333333333333333,1.0,16099.0
